Gene Accession	Gene Symbol	Human gene	Family	Availability	pigmentation phenotype	normal phenotype	nervous system phenotype	renal/urinary system phenotype	muscle phenotype	liver/biliary system phenotype	limbs/digits/tail phenotype	adipose tissue phenotype	homeostasis/metabolism phenotype	hearing/vestibular/ear phenotype	growth/size/body region phenotype	endocrine/exocrine gland phenotype	embryo phenotype	digestive/alimentary phenotype	craniofacial phenotype	cellular phenotype	cardiovascular system phenotype	behavior/neurological phenotype	immune system phenotype	respiratory system phenotype	reproductive system phenotype	skeleton phenotype	vision/eye phenotype	taste/olfaction phenotype	hematopoietic system phenotype	mortality/aging	integument phenotype
MGI:2137630	Pkmyt1	PKMYT1	Kinase	Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2388285	Pkn3	PKN3	Kinase	ES Cells|Mice tm1.1|Mice tm1|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Could not analyse	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Could not analyse	Data analysed, no significant call	Data analysed, no significant call
MGI:1347357	Pnck	PNCK	Kinase	ES Cells|Mice tm1a|Mice tm1b|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	No data	Could not analyse	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call
MGI:1921903	Pomk	POMK	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1196223	Prag1	PRAG1	Kinase	ES Cells|Mice em2|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call
MGI:97592	Prkaca	PRKACA	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:97594	Prkacb	PRKACB	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:97601	Prkcq	PRKCQ	Kinase	ES Cells|Mice tm1|Mice tm1.1|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call
MGI:109584	Prpf4b	PRPF4B	Kinase	ES Cells|Mice em1|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Deviance Significant	Data analysed, no significant call
MGI:3528383	Pskh1	PSKH1	Kinase	ES Cells|Mice tm1a|Mice tm1b|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	Deviance Significant	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Deviance Significant	Deviance Significant
MGI:1289230	Pxk	PXK	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1918590	Riok1	RIOK1	Kinase	Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1914295	Riok2	RIOK2	Kinase	ES Cells|Mice tm1a|Mice tm1b|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Could not analyse	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Deviance Significant	Deviance Significant	Data analysed, no significant call	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call
MGI:1914128	Riok3	RIOK3	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1098272	Rnasel	RNASEL	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2443419	Rps6kc1	RPS6KC1	Kinase	ES Cells|Mice tm1a|Mice tm1b|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Could not analyse	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	No data	No data	No data	Could not analyse	No data	Data analysed, no significant call	Data analysed, no significant call	No data	Could not analyse	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call
MGI:2443413	Rps6kl1	RPS6KL1	Kinase	ES Cells|Mice tm1|Mice tm1.1|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call
MGI:2135937	Sbk1	SBK1	Kinase	ES Cells|Mice tm1b|Mice tm1a|phenotype data available	Could not analyse	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	No data	Data analysed, no significant call	Could not analyse	Deviance Significant	Data analysed, no significant call	No data	No data	Deviance Significant	Deviance Significant
MGI:2685925	Sbk2	SBK2	Kinase	Mice em1|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call
MGI:2685924	Sbk3	SBK3	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1931787	Scyl1	SCYL1	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1289172	Scyl2	SCYL2	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1921385	Scyl3	SCYL3	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1891338	Srpk3	SRPK3	Kinase	ES Cells|Mice tm1b|Mice tm1a|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	Deviance Significant	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Deviance Significant	No data	Data analysed, no significant call
MGI:2138162	Stk17b	STK17B	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1928487	Stk3	STK3	Kinase	ES Cells|Mice em2|Mice em1|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	Deviance Significant	No data	Could not analyse	Data analysed, no significant call	No data	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call
MGI:1924735	Stk31	STK31	Kinase	ES Cells|Mice tm2a|Mice tm2b|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call
MGI:2442403	Stk32a	STK32A	Kinase	ES Cells|Mice tm1a|phenotype data available	Could not analyse	No data	No data	No data	No data	No data	No data	Data analysed, no significant call	Deviance Significant	No data	Data analysed, no significant call	No data	No data	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	No data	No data
MGI:1927552	Stk32b	STK32B	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2385336	Stk32c	STK32C	Kinase	ES Cells|Mice tm2a|Mice tm2b|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	No data	No data	No data	No data	No data	Data analysed, no significant call	No data	No data	No data	No data	No data	No data	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	No data	No data	Data analysed, no significant call	No data
MGI:2152419	Stk33	STK33	Kinase	ES Cells|Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1920831	Stk36	STK36	Kinase	Mice em1|phenotype data available	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Could not analyse	No data	Deviance Significant	Data analysed, no significant call	Could not analyse	No data	No data	No data	Could not analyse	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Could not analyse	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data
MGI:1922250	Stk38l	STK38L	Kinase	ES Cells|Mice tm1a	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1921428	Stk40	STK40	Kinase	Mice em1|phenotype data available	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2685557	Stkld1	STKLD1	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1914490	Taok1	TAOK1	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1915919	Taok2	TAOK2	Kinase	ES Cells|Mice tm1a	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2445052	Tbck	TBCK	Kinase	ES Cells|Mice tm1a|Mice tm1b|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call
MGI:1201675	Tesk1	TESK1	Kinase	ES Cells|Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2385204	Tesk2	TESK2	Kinase	ES Cells|Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2441683	Tlk1	TLK1	Kinase	ES Cells|Mice tm1a|Mice tm1b|phenotype data available	No data	No data	Data analysed, no significant call	No data	No data	No data	No data	Data analysed, no significant call	No data	Could not analyse	Deviance Significant	No data	No data	No data	No data	No data	No data	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Deviance Significant	No data	No data	No data	Data analysed, no significant call	No data
MGI:1346023	Tlk2	TLK2	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1918294	Trp53rka	TP53RK	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1347557	Tssk1	TSSK1A	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1347559	Tssk2	TSSK2	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1929914	Tssk3	TSSK3	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1918349	Tssk4	TSSK4	Kinase	ES Cells|Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2148775	Tssk6	TSSK6	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2147036	Ttbk1	TTBK1	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2155779	Ttbk2	TTBK2	Kinase	ES Cells	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1921622	Ulk4	ULK4	Kinase	ES Cells|Mice tm1a	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:1917172	Vrk2	VRK2	Kinase	ES Cells|Mice tm1a	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2182465	Vrk3	VRK3	Kinase	ES Cells|Mice em1|phenotype data available	Data analysed, no significant call	Deviance Significant	No data	No data	No data	No data	Could not analyse	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call
MGI:3027899	Wee2	WEE2	Kinase	Mice em1|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	No data	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call
MGI:1922857	Wnk2	WNK2	Kinase	ES Cells|Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2652875	Wnk3	WNK3	Kinase		No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGI:2384789	Tmem63a	TMEM63A	Non-IDG	ES Cells|Mice tm1|phenotype data available	Data analysed, no significant call	No data	No data	No data	No data	No data	Deviance Significant	No data	Deviance Significant	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	No data	Deviance Significant	Could not analyse	No data	Data analysed, no significant call	Deviance Significant	No data	No data	Could not analyse	No data	Data analysed, no significant call
MGI:2387609	Tmem63b	TMEM63B	Non-IDG	ES Cells|Mice tm1b|Mice tm1a|phenotype data available	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	Data analysed, no significant call	No data	No data	No data	Data analysed, no significant call	No data	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call	No data	Data analysed, no significant call	Data analysed, no significant call	Deviance Significant	No data	Data analysed, no significant call	Deviance Significant	Data analysed, no significant call
MGI:2444386	Tmem63c	TMEM63C	Non-IDG	ES Cells|Mice em1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
